srlkk,metric,sentence
"{'verbs': [{'verb': 'өмір', 'description': {'V': 'өмір', 'Arg(пациенс)': 'ақша'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Осы', 'типтегі', 'ең', 'тиімді', 'үкіметтік', 'интервенциялар', 'қатарына', 'Германия', 'мен', 'Скандинавияның', 'тәжірибесін', 'жатқызамыз,', 'мұнда', 'ақша', 'жоғары', 'сапалы', 'кәсіптік', 'білім', 'беруге,', 'жұмысшыларды', 'және', 'студенттерді', 'университеттен', 'тыс', 'қайта', 'даярлауға', 'жұмсалды,', 'сөйтіп', 'академиялық', 'білімнің', 'көмегінсіз', 'орта', 'тап', 'стандартымен', 'өмір', 'сүруге', 'қол', 'жеткізуге', 'мүмкіндік', 'жасады.'], 'metric': 0.67}",0,"Осы типтегі ең тиімді үкіметтік интервенциялар қатарына Германия мен Скандинавияның тәжірибесін жатқызамыз, мұнда ақша жоғары сапалы кәсіптік білім беруге, жұмысшыларды және студенттерді университеттен тыс қайта даярлауға жұмсалды, сөйтіп академиялық білімнің көмегінсіз орта тап стандартымен өмір сүруге қол жеткізуге мүмкіндік жасады."
"{'verbs': [{'verb': '', 'description': {'Arg(агенс)': 'үкіметтер'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'зейнетке', 'description': {'V': 'зейнетке', 'Arg(агенс)': 'жатыр.', 'Arg(пациенс)': 'зейнетақыға,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}], 'words': ['Мұның', 'барлығы', 'белгілі', 'нәрселер', 'сияқты', 'көрінуі', 'мүмкін,', 'дегенмен', 'үкіметтер', 'көбіне', 'осыған', 'қарама-қарсы', 'әрекет', 'етіп', 'жатыр.', 'Олар', 'салық', 'жүйесін', 'прогрессивті', 'емес', 'қылып,', 'білімді,', 'өнеркәсіпті', 'және', 'аймақтарды', 'субсидиялауға', 'қаржыны', 'азайтты,', 'оның', 'орнына', 'денсаулық', 'сақтау', 'мен', 'зейнетақыға,', 'қолма-қол', 'қаражатқа', 'ақшаны', 'көп', 'құйды,', 'сөйтіп', 'халықты', 'ерте', 'зейнетке', 'шығуға,', 'мүгедектікке', 'ынталандырды.'], 'metric': 0.42}",0,"Мұның барлығы белгілі нәрселер сияқты көрінуі мүмкін, дегенмен үкіметтер көбіне осыған қарама-қарсы әрекет етіп жатыр. Олар салық жүйесін прогрессивті емес қылып, білімді, өнеркәсіпті және аймақтарды субсидиялауға қаржыны азайтты, оның орнына денсаулық сақтау мен зейнетақыға, қолма-қол қаражатқа ақшаны көп құйды, сөйтіп халықты ерте зейнетке шығуға, мүгедектікке ынталандырды."
"{'verbs': [{'verb': 'қалды.', 'description': {'V': 'қалды.', 'Arg(потенциальная угроза)': 'орны', 'Arg(тема)': 'жұмысшылар'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(тема)', 'Arg(потенциальная угроза)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'V']}], 'words': ['Сауда', 'мен', 'иммиграцияның', 'кесірінен', 'жұмыс', 'орны', 'мен', 'жалақысына', 'үнемі', 'қауіп', 'төніп', 'тұрған', 'жас', 'жұмысшылар', 'игілікті', 'бөлісу', 'жүйесінен', 'тыс', 'қалды.'], 'metric': 0.75}",0,Сауда мен иммиграцияның кесірінен жұмыс орны мен жалақысына үнемі қауіп төніп тұрған жас жұмысшылар игілікті бөлісу жүйесінен тыс қалды.
"{'verbs': [{'verb': 'қорғайтын', 'description': {'V': 'қорғайтын', 'Arg(агенс)': 'зейнетақысы', 'Arg(потенциальная угроза)': 'қиындықтардан'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(потенциальная угроза)', 'O', 'Arg(агенс)', 'V', 'O', 'O', 'O']}], 'words': ['Керісінше,', 'ол', 'жаһанданудан', 'көп', 'пайда', 'көріп', 'жатқан', 'менеджерлік', 'және', 'қаржылық', 'элита', 'мен', 'экономикалық', 'қиындықтардан', 'тұрақты', 'зейнетақысы', 'қорғайтын', 'қарт', 'кісілерге', 'бағытталды.'], 'metric': 0.6}",0,"Керісінше, ол жаһанданудан көп пайда көріп жатқан менеджерлік және қаржылық элита мен экономикалық қиындықтардан тұрақты зейнетақысы қорғайтын қарт кісілерге бағытталды."
,0,"Алайда, биылғы саяси толқуларды қарт сайлаушылар туғызды, ал жас сайлаушылар көбіне осы қалыпта қалуды жақтады."
,0,Бұл парадокс дағдарыстан кейінгі шатасу мен түңілу кезеңінің әлі бітпегенін дәлелдейді.
"{'verbs': [{'verb': '4.1', 'description': {'V': '4.1', 'Arg(тема)': 'модельді', 'Arg(содержание высказывания)': 'әйтеуір'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O']}], 'words': ['Бірақ,', 'жақсы', 'ма,', 'жаман', 'ба,', 'әйтеуір', 'мен', 'Капитализм', '4.1', 'деп', 'атаған', 'жаңа', 'экономикалық', 'модельді', 'іздеу', 'кезеңінің', 'басталғаны', 'анық.'], 'metric': 0.75}",0,"Бірақ, жақсы ма, жаман ба, әйтеуір мен Капитализм 4.1 деп атаған жаңа экономикалық модельді іздеу кезеңінің басталғаны анық."
"{'verbs': [{'verb': '', 'description': {'Arg(результат)': 'факторлар'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Оптимистік', 'тұрғыдан', 'түсіндіруге', 'тырыссақ,', 'барлық', 'факторлар', 'тең', 'алынса,', 'фунттың', 'төмендеуі', 'болашақта', 'жақсартылған', 'төлем', 'теңгерімінің', 'орнауын', 'және', 'Ұлыбритания', 'экономикасының', 'қажетті', 'қайта', 'теңгерімнен', 'өтуін', 'білдіреді.'], 'metric': 0.5}",0,"Оптимистік тұрғыдан түсіндіруге тырыссақ, барлық факторлар тең алынса, фунттың төмендеуі болашақта жақсартылған төлем теңгерімінің орнауын және Ұлыбритания экономикасының қажетті қайта теңгерімнен өтуін білдіреді."
"{'verbs': [{'verb': 'шағын', 'description': {'V': 'шағын', 'Arg(стимул)': 'деректерге', 'Arg(начальная точка)': 'жылдан', 'Arg(конечная точка)': 'жылдан'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'O', 'O', 'O', 'Arg(стимул)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'Arg(стимул)', 'O', 'O', 'O']}], 'words': ['Сенімімізді', 'арттыру', 'үшін,', 'референдум', 'болған', 'жылдан', 'бері', 'шығарылған', 'экономикалық', 'деректерге', 'көз', 'жүгіртсек,', 'өңдеу', 'секторындағы', 'өсу', 'беталысы', 'болатыны', 'айтылып,', 'сонымен', 'қатар', 'Экономикалық', 'және', 'әлеуметтік', 'зерттеулердің', 'ұлттық', 'институты', 'Ұлыбританияның', 'төлемдер', 'балансы', '2019', 'жылға', 'дейін', 'шағын', 'профицитке', 'жету', 'мүмкінділігін', 'де', 'жақында', 'болжап', 'отыр.'], 'metric': 0.67}",0,"Сенімімізді арттыру үшін, референдум болған жылдан бері шығарылған экономикалық деректерге көз жүгіртсек, өңдеу секторындағы өсу беталысы болатыны айтылып, сонымен қатар Экономикалық және әлеуметтік зерттеулердің ұлттық институты Ұлыбританияның төлемдер балансы 2019 жылға дейін шағын профицитке жету мүмкінділігін де жақында болжап отыр."
"{'verbs': [{'verb': '', 'description': {'Arg(предмет мысли)': 'түсіндіруге'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(предмет мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Әрине,', 'барлық', 'факторлар', 'тең', 'емес,', 'сондықтан', 'басқа', 'түсіндіруге', 'жүгінсек,', 'ағымдағы', 'тепе', 'айырбас', 'бағамы', 'одан', 'әрі', 'төмендейтін', 'болады,', 'бұл', 'нарықтағы', 'Ұлыбританияның', 'экономикасының', 'ұсынымды', 'қолдайтын', 'жоспары', 'мен', 'болашақ', 'өнімділік', 'артуы', 'туралы', 'пессимизмді', 'көрсетеді.'], 'metric': 0.2}",0,"Әрине, барлық факторлар тең емес, сондықтан басқа түсіндіруге жүгінсек, ағымдағы тепе айырбас бағамы одан әрі төмендейтін болады, бұл нарықтағы Ұлыбританияның экономикасының ұсынымды қолдайтын жоспары мен болашақ өнімділік артуы туралы пессимизмді көрсетеді."
"{'verbs': [{'verb': '', 'description': {'Arg(агенс)': 'үкіметтің', 'Arg(тема)': 'ол'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Көп', 'нәрсе', 'Ұлыбритания', 'шын', 'мәнінде', 'ЕО-дан', 'шығуына,', 'егер', 'ол', 'шығып', 'жатса,', 'үкіметтің', 'Brexit-тен', 'кейінгі', 'жасайтын', 'сауда', 'келісімдері', 'мен', 'экономикалық', 'саясатына', 'байланысты', 'болады.'], 'metric': 0.4}",0,"Көп нәрсе Ұлыбритания шын мәнінде ЕО-дан шығуына, егер ол шығып жатса, үкіметтің Brexit-тен кейінгі жасайтын сауда келісімдері мен экономикалық саясатына байланысты болады."
,0,"Тағы бір, толықтыра түсетін түсіндірме бойынша, фунттың әлсіздігі, оның әлеуетті циклдік пайдасынан да басқа, оның ЕО-дан қиындау шығу жолы және басқа да саяси белгісіздік салдарынан болған Ұлыбританияның тәуекел үшін сыйлықақысы болып табылады."
"{'verbs': [{'verb': 'аламыз.', 'description': {'V': 'аламыз.', 'Arg(цель)': 'тәуекел'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(цель)', 'O', 'O', 'O', 'O', 'V']}], 'words': ['Біз', 'қалыпты', 'циклдік', 'экономикалық', 'дамуды', 'есептеу', 'үшін', 'RER', 'тепе-теңдік', 'үлгілерін', 'реттеу', 'арқылы', 'осындай', 'тәуекел', 'үшін', 'алған', 'сыйлығын', 'бағалай', 'аламыз.'], 'metric': 0.5}",0,Біз қалыпты циклдік экономикалық дамуды есептеу үшін RER тепе-теңдік үлгілерін реттеу арқылы осындай тәуекел үшін алған сыйлығын бағалай аламыз.
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'валютасына', 'Arg(субъект ментального состояния)': 'біз', 'Arg(результат)': 'бағасын'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'O']}], 'words': ['Жоғары', 'пайыздық', 'мөлшерлемелер', 'және', 'төмен,', 'тұрақты', 'инфляция,', 'елдің', 'валютасына', 'өзге', 'валюталардан', 'артықшылық', 'бере', 'алады,', 'сондықтан', 'егер', 'біз', 'нақты', 'пайыздық', 'дифференциалды', 'ескерсек,', 'біз', 'валютаның', 'саудаға', 'түсе', 'алатын', 'шартты', 'бағасын', 'анықтай', 'аламыз.'], 'metric': 0.6}",0,"Жоғары пайыздық мөлшерлемелер және төмен, тұрақты инфляция, елдің валютасына өзге валюталардан артықшылық бере алады, сондықтан егер біз нақты пайыздық дифференциалды ескерсек, біз валютаның саудаға түсе алатын шартты бағасын анықтай аламыз."
,0,"Біз доллар және еуроға қатысты фунт үшін осылай есептесек, фунттың шартты айырбас бағамы әлі де ағымдағы спот бағамынан әлсіздеу екенін көреміз, бұл нарықтың шын мәнінде айтарлықтай тәуекел үшін сыйлықақы ескергені тәрізді."
,0,Бұл есептеулердің қоғамдық-саяси салдары бар.
"{'verbs': [{'verb': '', 'description': {'Arg(содержание мысли)': 'жатқан', 'Arg(пациенс)': 'британдық', 'Arg(агенс)': 'оның'}, 'tags': ['O', 'Arg(пациенс)', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Біріншіден,', 'британдық', 'саясаткерлер', 'төмендеп', 'жатқан', 'фунттың', 'пайдасы', 'бар', 'болғанымен,', 'оның', 'Ұлыбританияның', 'сыртқы', 'позициясын', 'жақсарту', 'және', 'оның', 'экономикасын', 'теңгеруге', 'жеткілікті', 'емес', 'екенін', 'мойындағандары', 'жөн.'], 'metric': 0.75}",0,"Біріншіден, британдық саясаткерлер төмендеп жатқан фунттың пайдасы бар болғанымен, оның Ұлыбританияның сыртқы позициясын жақсарту және оның экономикасын теңгеруге жеткілікті емес екенін мойындағандары жөн."
"{'verbs': [{'verb': '', 'description': {'Arg(цель)': 'нарықтың'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(цель)', 'O', 'O', 'O', 'Arg(цель)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(пациенс)': 'Brexit-тен', 'Arg(причина)': 'сауда'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(причина)', 'O', 'O', 'O', 'O', 'Arg(причина)', 'O', 'O', 'O']}], 'words': ['Екіншіден,', 'фунттың', 'күнделікті', 'және', 'апталық', 'өзгерістері,', 'қатаң', 'Brexit,', 'мысалы', 'Ұлыбританияның', 'иммиграцияны', 'шектеу', 'мақсатында', 'бірыңғай', 'жалпы', 'еуропалық', 'нарықпен', 'қатынауынан', 'айрылуы,', 'өнімділігінің', 'өсуіне', 'теріс', 'ықпал', 'етеді', 'деген', 'нарықтың', 'болжамын', 'көрсетеді.', 'Егер', 'нарық', 'болжамы', 'дұрыс', 'болса,', 'онда', 'Ұлыбританияның', 'келешек', 'дамуы', 'саясаткерлердің', 'Brexit-тен', 'кейінгі', 'сауда', 'арттыру', 'қабілетіне', 'тіпті', 'одан', 'да', 'қатты', 'байланысты', 'болады.'], 'metric': 0.46}",0,"Екіншіден, фунттың күнделікті және апталық өзгерістері, қатаң Brexit, мысалы Ұлыбританияның иммиграцияны шектеу мақсатында бірыңғай жалпы еуропалық нарықпен қатынауынан айрылуы, өнімділігінің өсуіне теріс ықпал етеді деген нарықтың болжамын көрсетеді. Егер нарық болжамы дұрыс болса, онда Ұлыбританияның келешек дамуы саясаткерлердің Brexit-тен кейінгі сауда арттыру қабілетіне тіпті одан да қатты байланысты болады."
"{'verbs': [{'verb': 'қозғалысын', 'description': {'V': 'қозғалысын', 'Arg(результат)': 'жұмысшыларды'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Сонымен', 'қатар,', 'саясаткерлердің,', 'жалпы', 'халықтың', 'қозғалысын', 'шектей', 'отырып,', 'жоғары', 'білікті', 'жұмысшыларды', 'тартуды', 'жүзеге', 'асыратын', 'күрделі', 'көші-қон', 'стратегиясын', 'әзірлеуі', 'қажет', 'болады.'], 'metric': 0.4}",0,"Сонымен қатар, саясаткерлердің, жалпы халықтың қозғалысын шектей отырып, жоғары білікті жұмысшыларды тартуды жүзеге асыратын күрделі көші-қон стратегиясын әзірлеуі қажет болады."
"{'verbs': [{'verb': 'да', 'description': {'V': 'да'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Соңында,', 'шетел', 'валюталық', 'нарықтары', 'Ұлыбританияға', 'тәуекел', 'үшін', 'сыйлықақы', 'ескеріп', 'салса', 'да', '(және', 'солай', 'болғаны', 'рас', 'сияқты),', 'саясаткерлер', 'Ұлыбританияның', 'экономикалық', 'саясат', 'шеңберінде', 'кез', 'келген', 'басқа', 'да', 'өзгерістер', 'ұсынбауға', 'өте', 'абай', 'болулары', 'керек.'], 'metric': 0.5}",0,"Соңында, шетел валюталық нарықтары Ұлыбританияға тәуекел үшін сыйлықақы ескеріп салса да (және солай болғаны рас сияқты), саясаткерлер Ұлыбританияның экономикалық саясат шеңберінде кез келген басқа да өзгерістер ұсынбауға өте абай болулары керек."
"{'verbs': [{'verb': '', 'description': {'Arg(пациенс)': 'нарықтың'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Англия', 'банкінің', 'тәуелсіздігіне', 'жасалған', 'кез', 'келген', 'жаңа', 'қатерлер', 'нарықтың', 'есесін', 'алу', 'әрекетін', 'қоздыруы', 'мүмкін.'], 'metric': 0.25}",0,Англия банкінің тәуелсіздігіне жасалған кез келген жаңа қатерлер нарықтың есесін алу әрекетін қоздыруы мүмкін.
,0,Кезекті жағдай үшін төтенше шаралар қолдану
"{'verbs': [{'verb': 'жеткеніне', 'description': {'V': 'жеткеніне', 'Arg(срок)': 'жыл', 'Arg(результат)': 'деңгейге'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'V', 'O', 'Arg(срок)', 'O']}], 'words': ['МЮНХЕН', '–', 'Қаржы', 'дағдарысының', 'халықаралық', 'деңгейге', 'жеткеніне', 'он', 'жыл', 'болды.'], 'metric': 0.75}",0,МЮНХЕН – Қаржы дағдарысының халықаралық деңгейге жеткеніне он жыл болды.
"{'verbs': [{'verb': 'мәселесіндей', 'description': {'V': 'мәселесіндей', 'Arg(эталон)': 'шілдесіне', 'Arg(предмет мысли)': 'ипотекалық', 'Arg(эффектор)': 'АҚШ', 'Arg(траектория)': 'тек'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'Arg(предмет мысли)', 'O', 'Arg(предмет мысли)', 'Arg(эффектор)', 'V', 'O']}], 'words': ['Америка', 'Құрама', 'Штаттарында', 'үшін', 'қатаң', 'проблема', 'болды', 'сияқты', '2007', 'жылдың', 'шілдесіне', 'дейін', 'ипотекалық', 'дағдарыс', 'тек', 'АҚШ', 'мәселесіндей', 'көрінді.'], 'metric': 0.83}",0,Америка Құрама Штаттарында үшін қатаң проблема болды сияқты 2007 жылдың шілдесіне дейін ипотекалық дағдарыс тек АҚШ мәселесіндей көрінді.
"{'verbs': [{'verb': 'айқын', 'description': {'V': 'айқын', 'Arg(содержание мысли)': 'қаншалықты'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'V', 'O']}], 'words': ['Бірақ', 'содан', 'кейін', 'Landesbank', 'Sachsen', 'және', 'IKB', 'Deutsche', 'Industriebank', 'атты', 'екі', 'мемлекеттік', 'неміс', 'банктеріне', 'шұғыл', 'түрде', 'қаржылай', 'көмек', 'керек', 'болды', 'және', 'бұл', 'кенеттен', 'әлемдік', 'қаржы', 'жүйесінің', 'қаншалықты', 'өзара', 'байланысты', 'екенін', 'айқын', 'көрсетті.'], 'metric': 1.0}",0,Бірақ содан кейін Landesbank Sachsen және IKB Deutsche Industriebank атты екі мемлекеттік неміс банктеріне шұғыл түрде қаржылай көмек керек болды және бұл кенеттен әлемдік қаржы жүйесінің қаншалықты өзара байланысты екенін айқын көрсетті.
,0,2007 жылдың мұрасы әлі бізбен бірге.
"{'verbs': [{'verb': '', 'description': {'Arg(содержание действия)': 'аса', 'Arg(тема)': 'әсері'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O']}], 'words': ['Оның', 'ең', 'жойқын', 'және', 'деструктивтік', 'әсері', 'дәстүрлі', 'емес', 'ақша-несие', 'құралдарына', 'аса', 'сенім', 'артуда', 'болды.'], 'metric': 0.67}",0,Оның ең жойқын және деструктивтік әсері дәстүрлі емес ақша-несие құралдарына аса сенім артуда болды.
"{'verbs': [{'verb': 'олар', 'description': {'V': 'олар', 'Arg(агенс)': 'іздеген', 'Arg(начальная точка)': 'кезде'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'Arg(начальная точка)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Өкінішке', 'орай,', 'он', 'жыл', 'бұрын', 'үкіметтер', 'үлкен', 'базуканы', 'қатты', 'іздеген', 'кезде', 'олар', 'мылтықты', 'атуға', 'дайын', 'ескі', 'кейіпкердің', 'қайтып', 'келуінің', 'негізін', 'салды.'], 'metric': 0.75}",0,"Өкінішке орай, он жыл бұрын үкіметтер үлкен базуканы қатты іздеген кезде олар мылтықты атуға дайын ескі кейіпкердің қайтып келуінің негізін салды."
,0,"Әрине, қаржылық дағдарыстың шарықтаған кезінде, саясаткерлердің әдеттегідей бизнеске сүйене алмаймыз деп шешкені дұрыс болды."
"{'verbs': [{'verb': 'ақша-саясатты', 'description': {'V': 'ақша-саясатты', 'Arg(агенс)': 'болып,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Орталық', 'банктерге', 'жаппай', 'өтімділікті', 'қамтамасыз', 'ету', 'қажет', 'болып,', 'үкімет', 'салықтық', 'ынталандыру', 'арқылы', 'сол', 'ақша-саясатты', 'күшейтті.'], 'metric': 0.5}",0,"Орталық банктерге жаппай өтімділікті қамтамасыз ету қажет болып, үкімет салықтық ынталандыру арқылы сол ақша-саясатты күшейтті."
"{'verbs': [{'verb': 'іске', 'description': {'V': 'іске', 'Arg(пациенс)': 'бағдарламаларын'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O']}], 'words': ['Тиісінше,', 'Қытай', 'және', 'АҚШ', '2008', 'және', '2009', 'жылдары', 'кең', 'ауқымды', 'ынталандыру', 'бағдарламаларын', 'іске', 'қосты.'], 'metric': 0.67}",0,"Тиісінше, Қытай және АҚШ 2008 және 2009 жылдары кең ауқымды ынталандыру бағдарламаларын іске қосты."
"{'verbs': [{'verb': '', 'description': {'Arg(пациенс)': 'кейбірі'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Қаржы', 'дағдарысына', 'байланысты', 'жүзеге', 'асырыған', 'іс-шаралардың', 'кейбірі', 'дұрыс', 'ойластырылмаған', 'болып,', 'тоқтатылып', 'немесе', 'қайта', 'қаралды.'], 'metric': 0.33}",0,"Қаржы дағдарысына байланысты жүзеге асырыған іс-шаралардың кейбірі дұрыс ойластырылмаған болып, тоқтатылып немесе қайта қаралды."
"{'verbs': [{'verb': 'активтерді', 'description': {'V': 'активтерді', 'Arg(пациенс)': 'күрделі'}, 'tags': ['O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'O']}], 'words': ['АҚШ-та', 'проблемалық', 'активтерді', 'құтқаратын', 'бағдарламаны', '(TARP)', 'бұрынғы', 'АҚШ', 'президенті', 'Джордж', 'Буш', '2008', 'жылдың', 'қазан', 'айында', 'қол', 'қоя', 'сала,', 'Қазынашылық', 'департаменті', 'қаржы', 'институттарынан', 'тікелей,', 'негізінен', 'ипотекалық', 'күрделі', 'активтерді', 'сатып', 'ала', 'бастады.'], 'metric': 0.67}",0,"АҚШ-та проблемалық активтерді құтқаратын бағдарламаны (TARP) бұрынғы АҚШ президенті Джордж Буш 2008 жылдың қазан айында қол қоя сала, Қазынашылық департаменті қаржы институттарынан тікелей, негізінен ипотекалық күрделі активтерді сатып ала бастады."
"{'verbs': [{'verb': '', 'description': {'Arg(пациенс)': 'банктерін', 'Arg(срок)': 'апта'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(срок)', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O']}], 'words': ['Бірақ', 'бұл', 'бастапқыда', 'жоспарланғаннан', 'күрделірек', 'болып', 'шықты,', 'және', 'бірнеше', 'апта', 'ішінде', 'мемлекет', 'тек', 'АҚШ', 'банктерін', 'рекапитализациялады.'], 'metric': 0.67}",0,"Бірақ бұл бастапқыда жоспарланғаннан күрделірек болып шықты, және бірнеше апта ішінде мемлекет тек АҚШ банктерін рекапитализациялады."
"{'verbs': [{'verb': 'тоқтатылмады.', 'description': {'V': 'тоқтатылмады.'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V']}], 'words': ['Басқа', 'жаман', 'шешімдер', 'бұлай', 'оңай', 'тоқтатылмады.'], 'metric': 0.5}",0,Басқа жаман шешімдер бұлай оңай тоқтатылмады.
